Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.00      3.99     0.00        1     0.00     0.00  ImFontAtlas::ImFontAtlas()
  0.00      3.99     0.00        1     0.00     0.00  ParametersSet::load_from_blk(Block&)
  0.00      3.99     0.00        1     0.00     0.25  GrassGenerator::pack_all_grass(GrassPacked&, Heightmap&)
  0.00      3.99     0.00        1     0.00     0.00  GrassGenerator::set_grass_types(std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, GrassType, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, GrassType> > > const&, Block&)
  0.00      3.99     0.00        1     0.00     0.00  GrassGenerator::prepare_grass_patches(std::vector<Cell, std::allocator<Cell> >&, int, int)
  0.00      3.99     0.00        1     0.00     0.99  GroveGenerator::prepare_patch(GrovePrototype&, std::vector<TreeTypeData, std::allocator<TreeTypeData> >&, Heightmap&, GroveMask&, LightVoxelsCube&, Tree*)
  0.00      3.99     0.00        1     0.00     0.00  SceneGenerator::create_scene_auto()
  0.00      3.99     0.00        1     0.00     0.00  TextureManager::TextureManager(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, Block&)
  0.00      3.99     0.00        1     0.00     0.00  GETreeGenerator::finalize_generation(Tree*, LightVoxelsCube&)
  0.00      3.99     0.00        1     0.00     0.01  LightVoxelsCube::add_heightmap(Heightmap&)
  0.00      3.99     0.00        1     0.00     0.00  LightVoxelsCube::get_vox_sizes()
  0.00      3.99     0.00        1     0.00     0.00  LightVoxelsCube::clear()
  0.00      3.99     0.00        1     0.00     0.00  RawTreesDatabase::get_empty_trees(int, GroveGenerationData&)
  0.00      3.99     0.00        1     0.00     0.00  BillboardCloudRaw::set_atlas_params(int, int)
  0.00      3.99     0.00        1     0.00     0.00  ImDrawListSharedData::ImDrawListSharedData()
  0.00      3.99     0.00        1     0.00     0.00  TreeStructureParameters::get_parameter_list(std::vector<std::pair<ParameterTinyDesc, Parameter<float>&>, std::allocator<std::pair<ParameterTinyDesc, Parameter<float>&> > >&, ParameterVariablesSet)
  0.00      3.99     0.00        1     0.00     0.00  TreeStructureParameters::~TreeStructureParameters()
  0.00      3.99     0.00        1     0.00     0.00  Cell::~Cell()
  0.00      3.99     0.00        1     0.00     0.00  Tiny::window(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, int)
  0.00      3.99     0.00        1     0.00     0.00  View::init(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int, int)
  0.00      3.99     0.00        1     0.00     0.00  Audio::init()
  0.00      3.99     0.00        1     0.00     0.00  Block::set_double(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, double)
  0.00      3.99     0.00        1     0.00     0.00  ImGui::CreateContext(ImFontAtlas*)
  0.00      3.99     0.00        1     0.00     0.00  ImGui::StyleColorsDark(ImGuiStyle*)
  0.00      3.99     0.00        1     0.00     0.00  ImGui::StyleColorsCustom(ImGuiStyle*)
  0.00      3.99     0.00        1     0.00     0.00  ImGui::DebugCheckVersionAndDataLayout(char const*, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long, unsigned long)
  0.00      3.99     0.00        1     0.00     0.00  ImGui::GetStyle()
  0.00      3.99     0.00        1     0.00     0.00  ImFont::ImFont()
  0.00      3.99     0.00        1     0.00     0.00  parser::demo_scene_ctx(SceneGenerator::SceneGenerationContext&)
  0.00      3.99     0.00        1     0.00     0.00  parser::load_tree_types(std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, TreeTypeData, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, TreeTypeData> > >&)
  0.00      3.99     0.00        1     0.00     0.00  parser::parse_arguments(int, char**)
  0.00      3.99     0.00        1     0.00     0.00  parser::load_grass_types(std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, GrassType, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, GrassType> > >&)
  0.00      3.99     0.00        1     0.00     0.00  parser::prepare_global_ggd_from_settings(SceneGenerator::SceneGenerationContext&)
  0.00      3.99     0.00        1     0.00     0.00  parser::base_init()
  0.00      3.99     0.00        1     0.00     0.00  ImGuiIO::ImGuiIO()
  0.00      3.99     0.00        1     0.00     0.00  Planter::Planter(LightVoxelsCube*, Heightmap*, GroveMask*, glm::vec<3, float, (glm::qualifier)0>, glm::vec<2, float, (glm::qualifier)0>, float, int, float)
  0.00      3.99     0.00        1     0.00     0.32  Field_2d::fill_perlin(float, float, float, glm::vec<2, int, (glm::qualifier)0>)
  0.00      3.99     0.00        1     0.00     0.00  Field_2d::get_borders()
  0.00      3.99     0.00        1     0.00     0.00  LeafHeap::clear_removed()
  0.00      3.99     0.00        1     0.00     0.00  GroveMask::set_square(float, float)
  0.00      3.99     0.00        1     0.00     0.00  Heightmap::random_generate(float, float, float)
  0.00      3.99     0.00        1     0.00     0.00  Heightmap::Heightmap(glm::vec<3, float, (glm::qualifier)0>, glm::vec<2, float, (glm::qualifier)0>, float)
  0.00      3.99     0.00        1     0.00     0.00  std::_Function_base::_Base_manager<View::pipeline::{lambda()#1}>::_M_manager(std::_Any_data&, View::pipeline::{lambda()#1} const&, std::_Manager_operation)
  0.00      3.99     0.00        1     0.00     0.00  std::_Function_base::_Base_manager<View::interface::{lambda()#1}>::_M_manager(std::_Any_data&, View::interface::{lambda()#1} const&, std::_Manager_operation)
  0.00      3.99     0.00        1     0.00     0.00  std::_Function_base::_Base_manager<Event::handler::{lambda()#1}>::_M_manager(std::_Any_data&, Event::handler::{lambda()#1} const&, std::_Manager_operation)
  0.00      3.99     0.00        1     0.00     0.00  void std::vector<RawTreesDatabase::TreeArray, std::allocator<RawTreesDatabase::TreeArray> >::_M_realloc_insert<>(__gnu_cxx::__normal_iterator<RawTreesDatabase::TreeArray*, std::vector<RawTreesDatabase::TreeArray, std::allocator<RawTreesDatabase::TreeArray> > >)
  0.00      3.99     0.00        1     0.00     0.00  void std::vector<TreeStructureParameters*, std::allocator<TreeStructureParameters*> >::_M_realloc_insert<TreeStructureParameters*>(__gnu_cxx::__normal_iterator<TreeStructureParameters**, std::vector<TreeStructureParameters*, std::allocator<TreeStructureParameters*> > >, TreeStructureParameters*&&)
  0.00      3.99     0.00        1     0.00     0.00  std::vector<Body*, std::allocator<Body*> >::operator=(std::vector<Body*, std::allocator<Body*> > const&)
  0.00      3.99     0.00        1     0.00     0.00  std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::~basic_string()
  0.00      3.99     0.00        1     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, TreeTypeData>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, TreeTypeData> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, TreeTypeData> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, TreeTypeData> >*)
  0.00      3.99     0.00        1     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, GrassType>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, GrassType> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, GrassType> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, GrassType> >*)
  0.00      3.99     0.00        1     0.00     0.00  std::_Rb_tree<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int>, std::_Select1st<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> > >::_M_erase(std::_Rb_tree_node<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, int> >*)

 %         the percentage of the total running time of the
time       program used by this function.

cumulative a running sum of the number of seconds accounted
 seconds   for by this function and those listed above it.

 self      the number of seconds accounted for by this
seconds    function alone.  This is the major sort for this
           listing.

calls      the number of times this function was invoked, if
           this function is profiled, else blank.

 self      the average number of milliseconds spent in this
ms/call    function per call, if this function is profiled,
	   else blank.

 total     the average number of milliseconds spent in this
ms/call    function and its descendents per call, if this
	   function is profiled, else blank.

name       the name of the function.  This is the minor sort
           for this listing. The index shows the location of
	   the function in the gprof listing. If the index is
	   in parenthesis it shows where it would appear in
	   the gprof listing if it were to be printed.

Copyright (C) 2012-2018 Free Software Foundation, Inc.

Copying and distribution of this file, with or without modification,
are permitted in any medium without royalty provided the copyright
notice and this notice are preserved.

		     Call graph (explanation follows)


granularity: each sample hit covers 2 byte(s) for 0.25% of 3.99 seconds

index % time    self  children    called     name
                0.72    1.36       1/1           parser::parser_main(int, char**) [2]
[1]     52.2    0.72    1.36       1         SceneGenerator::generate_grove() [1]
                0.37    0.15 49888298/49888298     RawTreesDatabase::pack_ready(GrovePacker&, SceneGenerator::SceneGenerationContext&, bool) [9]
                0.00    0.32       1/1           Field_2d::fill_perlin(float, float, float, glm::vec<2, int, (glm::qualifier)0>) [11]
                0.00    0.25       1/1           GrassGenerator::pack_all_grass(GrassPacked&, Heightmap&) [12]
                0.23    0.00 48989899/48989899     void std::lock<std::mutex, std::mutex>(std::mutex&, std::mutex&) [16]
                0.01    0.01      36/36          GrassGenerator::generate_grass_in_cell(Cell&, Field_2d*) [39]
                0.00    0.02       6/6           GenerationJob::prepare_dependencies() [43]
                0.01    0.00       4/4           void std::vector<GenerationJob*, std::allocator<GenerationJob*> >::_M_realloc_insert<GenerationJob*>(__gnu_cxx::__normal_iterator<GenerationJob**, std::vector<GenerationJob*, std::allocator<GenerationJob*> > >, GenerationJob*&&) [59]
                0.00    0.00       1/1           GrassGenerator::prepare_grass_patches(std::vector<Cell, std::allocator<Cell> >&, int, int) [80]
                0.00    0.00      36/265232      Field_2d::get_bilinear(glm::vec<3, float, (glm::qualifier)0>) [49]
                0.00    0.00      38/3037357     urand(double, double) [37]
                0.00    0.00      72/134         std::vector<int, std::allocator<int> >::operator=(std::vector<int, std::allocator<int> > const&) [359]
                0.00    0.00      37/38          Field_2d::~Field_2d() [408]
                0.00    0.00      36/36          get_influence_AABB(GrovePrototype&, std::vector<TreeTypeData, std::allocator<TreeTypeData> >&, Heightmap&) [410]
                0.00    0.00      11/9179        std::_Function_handler<float (glm::vec<2, float, (glm::qualifier)0>&), GenerationJob::remove_unused_borders()::{lambda(glm::vec<2, float, (glm::qualifier)0>&)#1}>::_M_invoke(std::_Any_data const&, glm::vec<2, float, (glm::qualifier)0>&) [287]
                0.00    0.00       9/2170        Texture::~Texture() [300]
                0.00    0.00       7/27          std::vector<TreeTypeData, std::allocator<TreeTypeData> >::operator=(std::vector<TreeTypeData, std::allocator<TreeTypeData> > const&) [429]
                0.00    0.00       7/8           GroveGenerationData::~GroveGenerationData() [490]
                0.00    0.00       6/68          logerr(char const*, ...) [375]
                0.00    0.00       5/5           Block::get_vec2(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, glm::vec<2, float, (glm::qualifier)0>) [509]
                0.00    0.00       4/4           void std::vector<atomwrapper<bool>, std::allocator<atomwrapper<bool> > >::_M_realloc_insert<atomwrapper<bool> >(__gnu_cxx::__normal_iterator<atomwrapper<bool>*, std::vector<atomwrapper<bool>, std::allocator<atomwrapper<bool> > > >, atomwrapper<bool>&&) [520]
                0.00    0.00       4/4           void std::vector<std::thread, std::allocator<std::thread> >::_M_realloc_insert<std::thread>(__gnu_cxx::__normal_iterator<std::thread*, std::vector<std::thread, std::allocator<std::thread> > >, std::thread&&) [523]
                0.00    0.00       4/67          TreeTypeData::~TreeTypeData() [376]
                0.00    0.00       3/3           ClusterPackingLayer* std::__uninitialized_copy<false>::__uninit_copy<ClusterPackingLayer const*, ClusterPackingLayer*>(ClusterPackingLayer const*, ClusterPackingLayer const*, ClusterPackingLayer*) [539]
                0.00    0.00       3/9           std::vector<ClusterData, std::allocator<ClusterData> >::~vector() [483]
                0.00    0.00       3/3           std::vector<ClusterAdditionalData, std::allocator<ClusterAdditionalData> >::~vector() [542]
                0.00    0.00       3/51          Block::size() [400]
                0.00    0.00       3/344         void std::vector<int, std::allocator<int> >::_M_realloc_insert<int const&>(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, int const&) [345]
                0.00    0.00       2/705         Countable::Countable(int) [327]
                0.00    0.00       2/578         Block::get_int(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, int) [330]
                0.00    0.00       2/788         Block::get_double(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, double) [323]
                0.00    0.00       2/53          Block::get_block(std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >) [399]
                0.00    0.00       2/16          Field_2d::Field_2d(glm::vec<3, float, (glm::qualifier)0>, glm::vec<2, float, (glm::qualifier)0>, float) [451]
                0.00    0.00       2/45          Block::get_name[abi:cxx11](int) [404]
                0.00    0.00       2/5           void std::vector<TreeTypeData, std::allocator<TreeTypeData> >::_M_realloc_insert<TreeTypeData const&>(__gnu_cxx::__normal_iterator<TreeTypeData*, std::vector<TreeTypeData, std::allocator<TreeTypeData> > >, TreeTypeData const&) [510]
                0.00    0.00       1/1           Heightmap::Heightmap(glm::vec<3, float, (glm::qualifier)0>, glm::vec<2, float, (glm::qualifier)0>, float) [704]
                0.00    0.00       1/1           Heightmap::random_generate(float, float, float) [703]
                0.00    0.00       1/4           std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >::_M_replace(unsigned long, unsigned long, char const*, unsigned long) [525]
                0.00    0.00       1/1           Cell::~Cell() [681]
                0.00    0.00       1/1           GroveMask::set_square(float, float) [702]
                0.00    0.00       1/1           GrassGenerator::set_grass_types(std::map<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> >, GrassType, std::less<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > >, std::allocator<std::pair<std::__cxx11::basic_string<char, std::char_traits<char>, std::allocator<char> > const, GrassType> > > const&, Block&) [671]
